ticker,company_name,first_year,last_year,sp500_years,current_price_ticker,price_ticker_to_fill,reason,notes
DISCA,"Discovery, Inc.",2011,2021,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021",DISCA,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/DISCA?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
DNB,Dun & Bradstreet,2011,2016,"2011,2012,2013,2014,2015,2016",DNB,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/DNB?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
DNR,Denbury Resources,2011,2014,"2011,2012,2013,2014",DNR,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/DNR?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
DO,Diamond Offshore Drilling,2011,2015,"2011,2012,2013,2014,2015",DO,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/DO?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
DPS,Dr Pepper Snapple Group,2011,2017,"2011,2012,2013,2014,2015,2016,2017",DPS,,empty dataframe,
DTV,DirecTV,2011,2014,"2011,2012,2013,2014",DTV,,"ReadTimeout: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Read timed out. (read timeout=30)",
EP,El Paso Corporation,2011,2011,2011,EP,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/EP?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ESRX,Express Scripts,2011,2017,"2011,2012,2013,2014,2015,2016,2017",ESRX,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/ESRX?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ETFC,E-Trade,2011,2019,"2011,2012,2013,2014,2015,2016,2017,2018,2019",ETFC,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/ETFC?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
FDO,Family Dollar,2011,2014,"2011,2012,2013,2014",FDO,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/FDO?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
FII,Federated Investors,2011,2012,"2011,2012",FII,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/FII?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
FLIR,FLIR Systems,2011,2020,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020",FLIR,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/FLIR?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
FRX,Forest Laboratories,2011,2013,"2011,2012,2013",FRX,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/FRX?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
FTR,Frontier Communications,2011,2016,"2011,2012,2013,2014,2015,2016",FTR,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/FTR?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
GAS,AGL Resources,2011,2015,"2011,2012,2013,2014,2015",GAS,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/GAS?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
GPS,Gap,2011,2021,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021",GPS,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/GPS?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
GR,Goodrich Corporation,2011,2011,2011,GR,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/GR?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
HAR,Harman International,2011,2016,"2011,2012,2013,2014,2015,2016",HAR,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/HAR?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
HCBK,Hudson City Bancorp,2011,2014,"2011,2012,2013,2014",HCBK,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/HCBK?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
HES,Hess Corporation,2011,2024,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",HES,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/HES?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
HNZ,Heinz,2011,2012,"2011,2012",HNZ,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/HNZ?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
HOT,Starwood,2011,2015,"2011,2012,2013,2014,2015",HOT,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/HOT?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
HSP,Hospira,2011,2014,"2011,2012,2013,2014",HSP,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/HSP?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
IGT,International Game Technology,2011,2013,"2011,2012,2013",IGT,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/IGT?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
IPG,Interpublic Group,2011,2024,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",IPG,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/IPG?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
JCP,JCPenney,2011,2012,"2011,2012",JCP,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/JCP?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
JDSU,JDS Uniphase,2011,2012,"2011,2012",JDSU,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/JDSU?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
JNPR,Juniper Networks,2011,2024,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",JNPR,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/JNPR?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
JOY,Joy Global,2011,2014,"2011,2012,2013,2014",JOY,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/JOY?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
JWN,Nordstrom,2011,2019,"2011,2012,2013,2014,2015,2016,2017,2018,2019",JWN,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/JWN?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
K,Kellanova,2011,2024,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",K,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/K?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
KFT,Kraft Foods,2011,2011,2011,KFT,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/KFT?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
LLL,L3 Technologies,2011,2018,"2011,2012,2013,2014,2015,2016,2017,2018",LLL,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/LLL?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
LLTC,Linear Technology,2011,2016,"2011,2012,2013,2014,2015,2016",LLTC,,empty dataframe,
LM,Legg Mason,2011,2015,"2011,2012,2013,2014,2015",LM,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/LM?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
LO,Lorillard Tobacco Company,2011,2014,"2011,2012,2013,2014",LO,,empty dataframe,
LSI,LSI Corporation,2011,2013,"2011,2012,2013",LSI,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/LSI?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
LXK,Lexmark,2011,2011,2011,LXK,,empty dataframe,
MJN,Mead Johnson,2011,2016,"2011,2012,2013,2014,2015,2016",MJN,,empty dataframe,
MON,Monsanto,2011,2017,"2011,2012,2013,2014,2015,2016,2017",MON,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/MON?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
MRO,Marathon Oil,2011,2023,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",MRO,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/MRO?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
NBL,Noble Energy,2011,2019,"2011,2012,2013,2014,2015,2016,2017,2018,2019",NBL,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/NBL?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
NVLS,Novellus Systems,2011,2011,2011,NVLS,,empty dataframe,
NYX,NYSE Euronext,2011,2012,"2011,2012",NYX,,empty dataframe,
PBCT,People's United Financial,2011,2021,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021",PBCT,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/PBCT?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
PCP,Precision Castparts Corporation,2011,2015,"2011,2012,2013,2014,2015",PCP,,empty dataframe,
PDCO,Patterson Companies,2011,2017,"2011,2012,2013,2014,2015,2016,2017",PDCO,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/PDCO?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
PGN,Progress Energy,2011,2011,2011,PGN,,empty dataframe,
PLL,Pall Corporation,2011,2014,"2011,2012,2013,2014",PLL,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/PLL?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
PXD,Pioneer Natural Resources,2011,2023,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",PXD,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/PXD?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
QEP,QEP Resources,2011,2014,"2011,2012,2013,2014",QEP,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/QEP?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
RAI,Reynolds American,2011,2016,"2011,2012,2013,2014,2015,2016",RAI,,empty dataframe,
RDC,Rowan Companies,2011,2013,"2011,2012,2013",RDC,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/RDC?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
RHT,Red Hat,2011,2018,"2011,2012,2013,2014,2015,2016,2017,2018",RHT,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/RHT?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
RRD,RR Donnelley,2011,2011,2011,RRD,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/RRD?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
RTN,Raytheon Company,2011,2019,"2011,2012,2013,2014,2015,2016,2017,2018,2019",RTN,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/RTN?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
SAI,SAIC,2011,2012,"2011,2012",SAI,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/SAI?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
SIAL,Sigma-Aldrich,2011,2014,"2011,2012,2013,2014",SIAL,,empty dataframe,
SNI,Scripps Networks Interactive,2011,2017,"2011,2012,2013,2014,2015,2016,2017",SNI,,empty dataframe,
SRCL,Stericycle,2011,2017,"2011,2012,2013,2014,2015,2016,2017",SRCL,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/SRCL?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
STJ,St Jude Medical,2011,2016,"2011,2012,2013,2014,2015,2016",STJ,,empty dataframe,
SWN,Southwestern Energy,2011,2016,"2011,2012,2013,2014,2015,2016",SWN,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/SWN?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
SWY,Safeway,2011,2014,"2011,2012,2013,2014",SWY,,empty dataframe,
TGNA,Tegna,2011,2016,"2011,2012,2013,2014,2015,2016",TGNA,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/TGNA?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
TIF,Tiffany & Co,2011,2020,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020",TIF,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/TIF?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
TSS,TSYS,2011,2018,"2011,2012,2013,2014,2015,2016,2017,2018",TSS,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/TSS?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
TWC,Time Warner Cable,2011,2015,"2011,2012,2013,2014,2015",TWC,,empty dataframe,
TYC,Tyco International,2011,2015,"2011,2012,2013,2014,2015",TYC,,empty dataframe,
VAR,Varian Medical Systems,2011,2020,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020",VAR,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/VAR?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
VIAB,Viacom,2011,2018,"2011,2012,2013,2014,2015,2016,2017,2018",VIAB,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/VIAB?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
WBA,Walgreens Boots Alliance,2011,2024,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",WBA,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/WBA?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
WFM,Whole Foods Market,2011,2016,"2011,2012,2013,2014,2015,2016",WFM,,empty dataframe,
WIN,Windstream Communications,2011,2014,"2011,2012,2013,2014",WIN,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/WIN?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
WPX,WPX Energy,2011,2013,"2011,2012,2013",WPX,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/WPX?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
WYN,Wyndham Worldwide,2011,2017,"2011,2012,2013,2014,2015,2016,2017",WYN,,empty dataframe,
X,United States Steel,2011,2013,"2011,2012,2013",X,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/X?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
XL,XL Group,2011,2017,"2011,2012,2013,2014,2015,2016,2017",XL,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/XL?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
XLNX,Xilinx,2011,2021,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021",XLNX,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/XLNX?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
YHOO,Yahoo!,2011,2016,"2011,2012,2013,2014,2015,2016",YHOO,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/YHOO?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
ALXN,Alexion Pharmaceuticals,2012,2020,"2012,2013,2014,2015,2016,2017,2018,2019,2020",ALXN,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/ALXN?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
